xflr5 v6.43

Plane name :        base
Polar name :        T1-30.0 m/s-VLM2-34.9kg-x0.0mm-TG
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -3.000     0.000  -0.042793   0.000338   0.012721   0.013059  -0.000000   0.000000  -0.096135   0.000000   0.000000   30.0000    -1.0734
   -2.500     0.000  -0.001619   0.000256   0.012651   0.012907  -0.000000   0.000000  -0.098713   0.000000   0.000000   30.0000   -29.1235
   -2.000     0.000   0.040963   0.000363   0.012588   0.012950  -0.000000   0.000000  -0.102451   0.000000   0.000000   30.0000     1.1932
   -1.500     0.000   0.084865   0.000601   0.012556   0.013157  -0.000000   0.000000  -0.107428   0.000000   0.000000   30.0000     0.6032
   -1.000     0.000   0.128026   0.001076   0.012452   0.013528  -0.000000   0.000000  -0.112071   0.000000   0.000000   30.0000     0.4166
   -0.500     0.000   0.168101   0.001761   0.012239   0.013999  -0.000000   0.000000  -0.114716   0.000000   0.000000   30.0000     0.3243
    0.000     0.000   0.206172   0.002637   0.012014   0.014651  -0.000000  -0.000000  -0.116240   0.000000   0.000000   30.0000     0.2676
    0.500     0.000   0.243762   0.003700   0.011927   0.015627   0.000000   0.000000  -0.117669   0.000000  -0.000000   30.0000     0.2288
    1.000     0.000   0.281375   0.004952   0.011906   0.016858   0.000000  -0.000000  -0.119302   0.000000  -0.000000   30.0000     0.2006
    1.500     0.000   0.319065   0.006397   0.011868   0.018265  -0.000000  -0.000000  -0.121156   0.000000  -0.000000   30.0000     0.1794
    2.000     0.000   0.356783   0.008038   0.012033   0.020071  -0.000000  -0.000000  -0.123185   0.000000  -0.000000   30.0000     0.1629
    2.500     0.000   0.394462   0.009876   0.012218   0.022093   0.000000  -0.000000  -0.125347   0.000000  -0.000000   30.0000     0.1496
    3.000     0.000   0.432049   0.011910   0.012438   0.024349   0.000000  -0.000000  -0.127609   0.000000  -0.000000   30.0000     0.1389
    3.500     0.000   0.469496   0.014143   0.012671   0.026814   0.000000   0.000000  -0.129944   0.000000  -0.000000   30.0000     0.1299
    4.000     0.000   0.506765   0.016572   0.012946   0.029518  -0.000000  -0.000000  -0.132336   0.000000   0.000000   30.0000     0.1224
    4.500     0.000   0.543825   0.019198   0.013250   0.032449  -0.000000   0.000000  -0.134771   0.000000   0.000000   30.0000     0.1159
    5.000     0.000   0.580650   0.022020   0.013625   0.035645   0.000000  -0.000000  -0.137240   0.000000  -0.000000   30.0000     0.1104
    5.500     0.000   0.617215   0.025036   0.014024   0.039060   0.000000  -0.000000  -0.139733   0.000000  -0.000000   30.0000     0.1055
    6.000     0.000   0.653501   0.028244   0.014518   0.042762  -0.000000   0.000000  -0.142245   0.000000   0.000000   30.0000     0.1013
    6.500     0.000   0.689489   0.031643   0.015057   0.046700  -0.000000  -0.000000  -0.144774   0.000000   0.000000   30.0000     0.0976
    7.000     0.000   0.725163   0.035231   0.015585   0.050816   0.000000  -0.000000  -0.147310   0.000000  -0.000000   30.0000     0.0943
    7.500     0.000   0.760507   0.039005   0.016146   0.055151   0.000000  -0.000000  -0.149852   0.000000  -0.000000   30.0000     0.0913
    8.000     0.000   0.795507   0.042963   0.016709   0.059671  -0.000000   0.000000  -0.152393   0.000000   0.000000   30.0000     0.0887
    8.500     0.000   0.830150   0.047102   0.017269   0.064372   0.000000  -0.000000  -0.154941   0.000000  -0.000000   30.0000     0.0863
    9.000     0.000   0.864423   0.051421   0.017886   0.069307   0.000000   0.000000  -0.157490   0.000000  -0.000000   30.0000     0.0841
    9.500     0.000   0.898313   0.055915   0.018582   0.074497   0.000000   0.000000  -0.160030   0.000000  -0.000000   30.0000     0.0822
   10.000     0.000   0.931808   0.060582   0.019559   0.080141  -0.000000  -0.000000  -0.162477   0.000000   0.000000   30.0000     0.0804
   10.500     0.000   0.964896   0.065419   0.019293   0.084712  -0.000000   0.000000  -0.165409  -0.000000   0.000000   30.0000     0.0788
   11.000     0.000   0.997567   0.070422   0.019461   0.089884   0.000000   0.000000  -0.168257  -0.000000  -0.000000   30.0000     0.0774
   11.500     0.000   1.029807   0.075589   0.019831   0.095420   0.000000  -0.000000  -0.171041  -0.000000  -0.000000   30.0000     0.0760
   12.000     0.000   1.061607   0.080916   0.019251   0.100167   0.000000  -0.000000  -0.174303  -0.000000  -0.000000   30.0000     0.0748
   12.500     0.000   1.092955   0.086399   0.020177   0.106576   0.000000   0.000000  -0.176993   0.000000  -0.000000   30.0000     0.0737
   13.000     0.000   1.123840   0.092035   0.019270   0.111304  -0.000000   0.000000  -0.180605   0.000000   0.000000   30.0000     0.0727
   13.500     0.000   1.154251   0.097819   0.020921   0.118740  -0.000000   0.000000  -0.183219   0.000000   0.000000   30.0000     0.0718
   14.000     0.000   1.184178   0.103748   0.014998   0.118746   0.000000  -0.000000  -0.185739  -0.000000  -0.000000   30.0000     0.0709
   14.500     0.000   1.213610   0.109819   0.013166   0.122985  -0.000000   0.000000  -0.187946  -0.000000   0.000000   30.0000     0.0702
   15.000     0.000   1.242536   0.116027   0.011001   0.127027  -0.000000   0.000000  -0.190249  -0.000000   0.000000   30.0000     0.0695
   15.500     0.000   1.270945   0.122367   0.011453   0.133821   0.000000  -0.000000  -0.192852  -0.000000  -0.000000   30.0000     0.0688
   16.000     0.000   1.298829   0.128837   0.011818   0.140654  -0.000000   0.000000  -0.195531   0.000000   0.000000   30.0000     0.0682
   16.500     0.000   1.326176   0.135431   0.012405   0.147836   0.000000  -0.000000  -0.198144  -0.000000  -0.000000   30.0000     0.0677
   17.000     0.000   1.352977   0.142145   0.013154   0.155299   0.000000  -0.000000  -0.200761  -0.000000  -0.000000   30.0000     0.0672
   17.500     0.000   1.379221   0.148975   0.014752   0.163727  -0.000000  -0.000000  -0.203471   0.000000   0.000000   30.0000     0.0668
   18.000     0.000   1.404899   0.155917   0.010693   0.166610  -0.000000   0.000000  -0.205456   0.000000   0.000000   30.0000     0.0664
   18.500     0.000   1.430002   0.162965   0.008516   0.171481   0.000000  -0.000000  -0.207200  -0.000000  -0.000000   30.0000     0.0661
   19.000     0.000   1.454519   0.170116   0.008813   0.178929   0.000000  -0.000000  -0.209610  -0.000000  -0.000000   30.0000     0.0658
   19.500     0.000   1.478442   0.177364   0.009227   0.186591  -0.000000  -0.000000  -0.212001   0.000000   0.000000   30.0000     0.0655
   20.000     0.000   1.501761   0.184706   0.006611   0.191317  -0.000000   0.000000  -0.214036   0.000000   0.000000   30.0000     0.0653
   20.500     0.000   1.524468   0.192135   0.006789   0.198923  -0.000000  -0.000000  -0.216324   0.000000   0.000000   30.0000     0.0651
   21.000     0.000   1.546554   0.199647   0.006977   0.206624   0.000000  -0.000000  -0.218575  -0.000000  -0.000000   30.0000     0.0650
   21.500     0.000   1.568009   0.207238   0.007168   0.214406  -0.000000  -0.000000  -0.220787  -0.000000  -0.000000   30.0000     0.0648
   22.000     0.000   1.588826   0.214903   0.007384   0.222287   0.000000   0.000000  -0.222960  -0.000000  -0.000000   30.0000     0.0647
   22.500     0.000   1.608996   0.222636   0.007644   0.230280   0.000000  -0.000000  -0.225093  -0.000000  -0.000000   30.0000     0.0647
   23.000     0.000   1.628511   0.230432   0.008001   0.238433  -0.000000  -0.000000  -0.227188  -0.000000  -0.000000   30.0000     0.0646
   23.500     0.000   1.647363   0.238287   0.009279   0.247566  -0.000000  -0.000000  -0.229309  -0.000000  -0.000000   30.0000     0.0646
   24.000     0.000   1.665544   0.246195   0.005264   0.251458  -0.000000   0.000000  -0.230947   0.000000   0.000000   30.0000     0.0646


