xflr5 v6.43

Plane name :        rudder 10
Polar name :        T1-30.0 m/s-VLM2-34.9kg-x0.0mm-TG
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -3.500     0.000  -0.083643   0.002349   0.013188   0.015538   0.034288   0.005842  -0.093421  -0.013326  -0.013323   30.0000    -0.5354
   -3.000     0.000  -0.043111   0.002059   0.013063   0.015122   0.034223   0.005577  -0.095424  -0.013359  -0.013357   30.0000    -1.0607
   -2.500     0.000  -0.001953   0.001962   0.012993   0.014955   0.034147   0.005310  -0.098006  -0.013383  -0.013380   30.0000   -24.0327
   -2.000     0.000   0.040613   0.002054   0.012930   0.014984   0.034062   0.005042  -0.101747  -0.013397  -0.013395   30.0000     1.1984
   -1.500     0.000   0.084499   0.002279   0.012898   0.015177   0.033966   0.004774  -0.106728  -0.013402  -0.013400   30.0000     0.6034
   -1.000     0.000   0.127647   0.002740   0.012795   0.015535   0.033861   0.004507  -0.111376  -0.013400  -0.013396   30.0000     0.4162
   -0.500     0.000   0.167710   0.003413   0.012581   0.015994   0.033749   0.004242  -0.114026  -0.013388  -0.013384   30.0000     0.3238
    0.000     0.000   0.205773   0.004285   0.012358   0.016643   0.033628   0.003976  -0.115556  -0.013366  -0.013363   30.0000     0.2671
    0.500     0.000   0.243361   0.005357   0.012270   0.017627   0.033500   0.003712  -0.116991  -0.013336  -0.013333   30.0000     0.2283
    1.000     0.000   0.280982   0.006646   0.012249   0.018896   0.033365   0.003448  -0.118630  -0.013297  -0.013295   30.0000     0.2002
    1.500     0.000   0.318702   0.008173   0.012211   0.020385   0.033224   0.003187  -0.120490  -0.013249  -0.013248   30.0000     0.1790
    2.000     0.000   0.356468   0.009942   0.012376   0.022318   0.033076   0.002927  -0.122524  -0.013193  -0.013193   30.0000     0.1624
    2.500     0.000   0.394194   0.011902   0.012560   0.024462   0.032922   0.002669  -0.124692  -0.013128  -0.013129   30.0000     0.1492
    3.000     0.000   0.431794   0.013980   0.012781   0.026761   0.032761   0.002414  -0.126960  -0.013056  -0.013056   30.0000     0.1385
    3.500     0.000   0.469217   0.016164   0.013014   0.029178   0.032594   0.002161  -0.129301  -0.012975  -0.012975   30.0000     0.1295
