xflr5 v6.43

Plane name :        left aileron -12
Polar name :        T1-30.0 m/s-VLM2-34.9kg-x0.0mm-TG
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -2.500     0.000  -0.148385   0.006513   0.013421   0.019934   0.003070  -0.041355   0.028203  -0.001108  -0.000837   30.0000     0.0868
   -2.000     0.000  -0.106647   0.005967   0.013289   0.019256   0.003175  -0.041564   0.025616  -0.001184  -0.000935   30.0000     0.1088
   -1.500     0.000  -0.063536   0.005567   0.013200   0.018768   0.003266  -0.041797   0.021770  -0.001257  -0.001034   30.0000     0.1533
   -1.000     0.000  -0.020223   0.005358   0.013067   0.018425   0.003361  -0.041786   0.017394  -0.001328  -0.001131   30.0000     0.3790
   -0.500     0.000   0.021180   0.005317   0.012793   0.018110   0.003462  -0.041494   0.013980  -0.001391  -0.001221   30.0000    -0.2865
    0.000     0.000   0.060339   0.005559   0.012608   0.018167   0.003548  -0.041341   0.011986  -0.001492  -0.001308   30.0000    -0.0855
    0.500     0.000   0.098097   0.006012   0.012429   0.018441   0.003645  -0.041429   0.010837  -0.001575  -0.001400   30.0000    -0.0476
    1.000     0.000   0.135523   0.006666   0.012280   0.018946   0.003752  -0.041589   0.009733  -0.001626  -0.001496   30.0000    -0.0311
    1.500     0.000   0.173031   0.007513   0.012430   0.019943   0.003860  -0.041736   0.008365  -0.001763  -0.001593   30.0000    -0.0212
    2.000     0.000   0.210641   0.008548   0.012565   0.021113   0.003968  -0.041861   0.006715  -0.001860  -0.001688   30.0000    -0.0142
    2.500     0.000   0.248284   0.009775   0.012713   0.022488   0.004077  -0.041970   0.004834  -0.001954  -0.001784   30.0000    -0.0090
    3.000     0.000   0.285889   0.011196   0.012887   0.024083   0.004164  -0.042068   0.002773  -0.002048  -0.001871   30.0000    -0.0050
    3.500     0.000   0.323399   0.012814   0.013093   0.025907   0.004277  -0.042159   0.000570  -0.002154  -0.001968   30.0000    -0.0017
    4.000     0.000   0.360769   0.014631   0.013319   0.027950   0.004403  -0.042246  -0.001751  -0.002259  -0.002069   30.0000     0.0010
    4.500     0.000   0.397962   0.016650   0.013559   0.030209   0.004392  -0.042333  -0.004168  -0.002295  -0.002114   30.0000     0.0033
    5.000     0.000   0.434948   0.018867   0.013901   0.032768   0.004525  -0.042418  -0.006669  -0.002386  -0.002219   30.0000     0.0052
    5.500     0.000   0.471701   0.021284   0.014292   0.035576   0.004628  -0.042502  -0.009243  -0.002467  -0.002312   30.0000     0.0069
    6.000     0.000   0.508198   0.023899   0.014665   0.038565   0.004734  -0.042587  -0.011886  -0.002534  -0.002400   30.0000     0.0083
    6.500     0.000   0.544421   0.026712   0.015086   0.041799   0.004858  -0.042673  -0.014588  -0.002606  -0.002494   30.0000     0.0096
