xflr5 v6.43

Plane name :        flaps 15
Polar name :        T1-30.0 m/s-VLM2-34.9kg-x0.0mm-TG
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
  -25.000     0.000  -1.609703   0.161380   0.028479   0.189859   0.000000  -0.000000  -0.214209  -0.000001   0.000000   30.0000    -0.0698
  -24.500     0.000  -1.571356   0.154361   0.028423   0.182783   0.000000  -0.000000  -0.213869  -0.000001   0.000000   30.0000    -0.0711
  -24.000     0.000  -1.532787   0.147449   0.042011   0.189461   0.000000  -0.000000  -0.211808  -0.000003   0.000000   30.0000    -0.0725
  -23.500     0.000  -1.494009   0.140651   0.041962   0.182613   0.000000  -0.000000  -0.211462  -0.000003   0.000000   30.0000    -0.0740
  -23.000     0.000  -1.455032   0.133972   0.041915   0.175887   0.000000  -0.000000  -0.211100  -0.000003   0.000000   30.0000    -0.0755
  -22.500     0.000  -1.415867   0.127417   0.041870   0.169287   0.000000  -0.000000  -0.210726  -0.000003   0.000000   30.0000    -0.0772
  -22.000     0.000  -1.376525   0.120991   0.045759   0.166749   0.000000  -0.000000  -0.209702  -0.000006   0.000000   30.0000    -0.0790
  -21.500     0.000  -1.337018   0.114699   0.022850   0.137549   0.000000  -0.000000  -0.210887  -0.000004   0.000000   30.0000    -0.0809
  -21.000     0.000  -1.297356   0.108546   0.027462   0.136008   0.000000  -0.000000  -0.210159  -0.000003   0.000000   30.0000    -0.0830
  -20.500     0.000  -1.257552   0.102537   0.027271   0.129809   0.000000  -0.000000  -0.209754  -0.000003   0.000000   30.0000    -0.0852
  -20.000     0.000  -1.217615   0.096677   0.010993   0.107670   0.000000  -0.000000  -0.210901  -0.000003   0.000000   30.0000    -0.0875
  -19.500     0.000  -1.177557   0.090970   0.023660   0.114631   0.000000  -0.000000  -0.209159  -0.000002   0.000000   30.0000    -0.0900
  -19.000     0.000  -1.137390   0.085421   0.023331   0.108751   0.000000  -0.000000  -0.208750  -0.000002   0.000000   30.0000    -0.0928
  -18.500     0.000  -1.097125   0.080033   0.015353   0.095386   0.000000  -0.000000  -0.208847  -0.000003   0.000000   30.0000    -0.0957
  -18.000     0.000  -1.056771   0.074811   0.012677   0.087488   0.000000  -0.000000  -0.209483  -0.000000   0.000000   30.0000    -0.0989
  -17.500     0.000  -1.016342   0.069758   0.030009   0.099768   0.000000  -0.000000  -0.206518   0.000003   0.000000   30.0000    -0.1024
  -17.000     0.000  -0.975847   0.064880   0.016217   0.081097   0.000000  -0.000000  -0.208797   0.000000   0.000000   30.0000    -0.1062
  -16.500     0.000  -0.935298   0.060179   0.015592   0.075771   0.000000  -0.000000  -0.208391   0.000000   0.000000   30.0000    -0.1103
  -16.000     0.000  -0.894706   0.055658   0.014372   0.070030   0.000000  -0.000000  -0.207933   0.000000   0.000000   30.0000    -0.1148
  -15.500     0.000  -0.854082   0.051322   0.015897   0.067219   0.000000  -0.000000  -0.208178   0.000000   0.000000   30.0000    -0.1198
  -15.000     0.000  -0.813436   0.047174   0.018743   0.065917   0.000000  -0.000000  -0.207441   0.000000   0.000000   30.0000    -0.1253
  -14.500     0.000  -0.772780   0.043216   0.018406   0.061622   0.000000  -0.000000  -0.207223   0.000000   0.000000   30.0000    -0.1315
  -14.000     0.000  -0.732125   0.039452   0.017748   0.057199   0.000000  -0.000000  -0.206888   0.000000   0.000000   30.0000    -0.1383
  -13.500     0.000  -0.691482   0.035884   0.016907   0.052791   0.000000  -0.000000  -0.206509   0.000000   0.000000   30.0000    -0.1459
  -13.000     0.000  -0.650861   0.032515   0.020744   0.053259   0.000000  -0.000000  -0.205203   0.000000   0.000000   30.0000    -0.1546
  -12.500     0.000  -0.610274   0.029348   0.019665   0.049012   0.000000  -0.000000  -0.205062   0.000000   0.000000   30.0000    -0.1644
  -12.000     0.000  -0.569731   0.026384   0.021134   0.047519   0.000000  -0.000000  -0.204442   0.000000   0.000000   30.0000    -0.1756
  -11.500     0.000  -0.529243   0.023627   0.022138   0.045765   0.000000  -0.000000  -0.203948   0.000000   0.000000   30.0000    -0.1886
  -11.000     0.000  -0.488822   0.021078   0.020984   0.042062   0.000000  -0.000000  -0.203972   0.000000   0.000000   30.0000    -0.2037
  -10.500     0.000  -0.448480   0.018740   0.020021   0.038761   0.000000  -0.000000  -0.204004   0.000000   0.000000   30.0000    -0.2216
  -10.000     0.000  -0.408226   0.016614   0.019173   0.035787   0.000000  -0.000000  -0.204058   0.000000   0.000000   30.0000    -0.2430
   -9.500     0.000  -0.368073   0.014703   0.018433   0.033136   0.000000  -0.000000  -0.204145   0.000000   0.000000   30.0000    -0.2691
   -9.000     0.000  -0.328033   0.013009   0.017766   0.030775   0.000000  -0.000000  -0.204270   0.000000   0.000000   30.0000    -0.3016
   -8.500     0.000  -0.288117   0.011536   0.017146   0.028682   0.000000  -0.000000  -0.204439   0.000000   0.000000   30.0000    -0.3431
   -8.000     0.000  -0.248337   0.010286   0.016609   0.026896   0.000000  -0.000000  -0.204651   0.000000   0.000000   30.0000    -0.3978
   -7.500     0.000  -0.208706   0.009267   0.016146   0.025413   0.000000  -0.000000  -0.204910   0.000000   0.000000   30.0000    -0.4732
   -7.000     0.000  -0.169234   0.008482   0.015734   0.024217   0.000000  -0.000000  -0.205215   0.000000   0.000000   30.0000    -0.5835
   -6.500     0.000  -0.129933   0.007941   0.015347   0.023289   0.000000  -0.000000  -0.205570   0.000000   0.000000   30.0000    -0.7601
   -6.000     0.000  -0.090816   0.007650   0.014983   0.022633   0.000000  -0.000000  -0.205968   0.000000   0.000000   30.0000    -1.0881
