xflr5 v6.43

Plane name :        left aileron 5
Polar name :        T1-30.0 m/s-VLM2-34.9kg-x0.0mm-TG
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
  -25.000     0.000  -1.823671   0.163496   0.000573   0.164070  -0.000565   0.017078  -0.151527  -0.000776  -0.000776   30.0000    -0.0362
  -24.500     0.000  -1.781880   0.156817   0.000574   0.157391  -0.000522   0.017062  -0.150693  -0.000773  -0.000773   30.0000    -0.0370
  -24.000     0.000  -1.739863   0.150220   0.000574   0.150794  -0.000480   0.017045  -0.149921  -0.000768  -0.000768   30.0000    -0.0379
  -23.500     0.000  -1.697631   0.143710   0.000574   0.144283  -0.000440   0.017028  -0.149210  -0.000761  -0.000761   30.0000    -0.0388
  -23.000     0.000  -1.655198   0.137291   0.003692   0.140983  -0.000400   0.017009  -0.148362  -0.000753  -0.000754   30.0000    -0.0398
  -22.500     0.000  -1.612577   0.130969   0.003473   0.134442  -0.000363   0.016991  -0.147795  -0.000744  -0.000745   30.0000    -0.0409
  -22.000     0.000  -1.569780   0.124747   0.006608   0.131355  -0.000327   0.016972  -0.147004  -0.000724  -0.000734   30.0000    -0.0421
  -21.500     0.000  -1.526821   0.118632   0.006131   0.124762  -0.000292   0.016952  -0.146593  -0.000718  -0.000722   30.0000    -0.0433
  -21.000     0.000  -1.483712   0.112626   0.005812   0.118438  -0.000260   0.016932  -0.146236  -0.000706  -0.000709   30.0000    -0.0446
  -20.500     0.000  -1.440466   0.106736   0.005544   0.112280  -0.000229   0.016912  -0.145941  -0.000692  -0.000695   30.0000    -0.0461
  -20.000     0.000  -1.397096   0.100964   0.006794   0.107759  -0.000199   0.016892  -0.145527  -0.000837  -0.000679   30.0000    -0.0476
  -19.500     0.000  -1.353614   0.095317   0.008049   0.103366  -0.000171   0.016871  -0.145246  -0.000644  -0.000662   30.0000    -0.0493
  -19.000     0.000  -1.310035   0.089796   0.007598   0.097395  -0.000145   0.016851  -0.145174  -0.000631  -0.000644   30.0000    -0.0511
