xflr5 v6.43

Plane name :        left aileron -12
Polar name :        T1-30.0 m/s-VLM2-34.9kg-x0.0mm-TG
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    9.500     0.000   0.794304   0.050277   0.018641   0.068919   0.006343  -0.043059  -0.063806  -0.002953  -0.003039   30.0000     0.0341
   10.000     0.000   0.827988   0.054613   0.019544   0.074156   0.004944  -0.043119  -0.066564  -0.002390  -0.002525   30.0000     0.0340
   10.500     0.000   0.861288   0.059072   0.019324   0.078396   0.006972  -0.043284  -0.069823  -0.003135  -0.003336   30.0000     0.0339
   11.000     0.000   0.894178   0.063753   0.020561   0.084314   0.005947  -0.043287  -0.072562  -0.002730  -0.002989   30.0000     0.0339
   11.500     0.000   0.926662   0.068585   0.020615   0.089200   0.006450  -0.043409  -0.075876  -0.002870  -0.003192   30.0000     0.0339
   12.000     0.000   0.958720   0.073590   0.019204   0.092794   0.006386  -0.043500  -0.079884  -0.002819  -0.003223   30.0000     0.0339
   12.500     0.000   0.990347   0.078759   0.020126   0.098885   0.006678  -0.043606  -0.083049  -0.002794  -0.003334   30.0000     0.0339
   13.000     0.000   1.021522   0.084017   0.017884   0.101902   0.008187  -0.043805  -0.086897  -0.003914  -0.004104   30.0000     0.0340
   13.500     0.000   1.052253   0.089575   0.015920   0.105495   0.007155  -0.043836  -0.089518  -0.004402  -0.003552   30.0000     0.0341
   14.000     0.000   1.082518   0.095195   0.017081   0.112277   0.008343  -0.044045  -0.092491  -0.004816  -0.003960   30.0000     0.0342
   14.500     0.000   1.112212   0.100654   0.014675   0.115329  -0.004229  -0.042940  -0.096398  -0.001482  -0.000237   30.0000     0.0343
   15.000     0.000   1.141577   0.106970   0.015303   0.122273   0.005386  -0.043873  -0.099782  -0.004298  -0.002978   30.0000     0.0344
   15.500     0.000   1.170388   0.113068   0.013543   0.126611   0.007616  -0.044144  -0.102745  -0.004142  -0.003592   30.0000     0.0346
   16.000     0.000   1.198660   0.119279   0.012521   0.131800   0.005193  -0.044039  -0.105856  -0.002965  -0.003017   30.0000     0.0348
   16.500     0.000   1.226433   0.125630   0.010741   0.136371   0.005811  -0.044200  -0.108735  -0.003557  -0.003247   30.0000     0.0349
   17.000     0.000   1.253692   0.132118   0.011199   0.143317   0.007227  -0.044304  -0.112076  -0.003686  -0.003387   30.0000     0.0351
   17.500     0.000   1.280381   0.138724   0.011978   0.150702   0.005680  -0.044360  -0.115445  -0.003507  -0.003268   30.0000     0.0354
   18.000     0.000   1.306543   0.145453   0.010311   0.155764   0.006079  -0.044450  -0.118534  -0.004068  -0.003322   30.0000     0.0356
   18.500     0.000   1.332149   0.152298   0.009106   0.161404   0.006454  -0.044528  -0.121713  -0.003850  -0.003347   30.0000     0.0358
   19.000     0.000   1.357168   0.159253   0.008142   0.167395   0.005663  -0.044723  -0.124673  -0.003477  -0.003539   30.0000     0.0361
   19.500     0.000   1.381639   0.166312   0.008394   0.174706   0.006616  -0.044783  -0.127996  -0.003471  -0.003545   30.0000     0.0363
   20.000     0.000   1.405522   0.173462   0.008839   0.182301   0.007562  -0.044965  -0.131336  -0.003644  -0.003756   30.0000     0.0366
   20.500     0.000   1.428907   0.180344   0.007466   0.187810   0.014675  -0.046093  -0.134507  -0.005823  -0.005690   30.0000     0.0369
   21.000     0.000   1.451304   0.188108   0.007632   0.195740  -0.002777  -0.045700  -0.137634  -0.004600  -0.004462   30.0000     0.0372
   21.500     0.000   1.473519   0.195546   0.007832   0.203379   0.004958  -0.044761  -0.141033  -0.003141  -0.002999   30.0000     0.0375
   22.000     0.000   1.494939   0.203595   0.008101   0.211696   0.015868  -0.045998  -0.144387  -0.005107  -0.004958   30.0000     0.0379
   22.500     0.000   1.515766   0.210665   0.008317   0.218982   0.003931  -0.044754  -0.147578  -0.002945  -0.002790   30.0000     0.0382
   23.000     0.000   1.535952   0.218334   0.008610   0.226944   0.004815  -0.044863  -0.150844  -0.003037  -0.002874   30.0000     0.0385
   23.500     0.000   1.555506   0.226088   0.009012   0.235100   0.006777  -0.044869  -0.154116  -0.002975  -0.002806   30.0000     0.0389
   24.000     0.000   1.574343   0.233863   0.008392   0.242255   0.003853  -0.045028  -0.157162  -0.002842  -0.002938   30.0000     0.0393


