xflr5 v6.43

Plane name :        flaps 15
Polar name :        T1-30.0 m/s-VLM2-34.9kg-x0.0mm-TG
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
  -25.000     0.000  -1.570929   0.153633   0.028459   0.182092   0.000000  -0.000000  -0.233075  -0.000001   0.000000   30.0000    -0.0797
  -24.500     0.000  -1.532413   0.146729   0.028405   0.175134   0.000000  -0.000000  -0.233195  -0.000001   0.000000   30.0000    -0.0813
  -24.000     0.000  -1.493680   0.139937   0.041995   0.181931   0.000000  -0.000000  -0.231591  -0.000003   0.000000   30.0000    -0.0831
  -23.500     0.000  -1.454741   0.133261   0.041946   0.175206   0.000000  -0.000000  -0.231695  -0.000003   0.000000   30.0000    -0.0849
  -23.000     0.000  -1.415608   0.126707   0.041900   0.168607   0.000000  -0.000000  -0.231780  -0.000003   0.000000   30.0000    -0.0869
  -22.500     0.000  -1.376292   0.120280   0.041856   0.162136   0.000000  -0.000000  -0.231847  -0.000003   0.000000   30.0000    -0.0891
  -22.000     0.000  -1.336803   0.113986   0.023496   0.137482   0.000000  -0.000000  -0.232807  -0.000004   0.000000   30.0000    -0.0913
  -21.500     0.000  -1.297154   0.107829   0.027633   0.135462   0.000000  -0.000000  -0.232543  -0.000003   0.000000   30.0000    -0.0937
  -21.000     0.000  -1.257355   0.101814   0.027390   0.129204   0.000000  -0.000000  -0.232571  -0.000003   0.000000   30.0000    -0.0963
  -20.500     0.000  -1.217417   0.095946   0.023102   0.119048   0.000000  -0.000000  -0.232855  -0.000004   0.000000   30.0000    -0.0991
  -20.000     0.000  -1.177351   0.090229   0.010929   0.101158   0.000000  -0.000000  -0.234140  -0.000003   0.000000   30.0000    -0.1021
  -19.500     0.000  -1.137170   0.084668   0.023537   0.108205   0.000000  -0.000000  -0.232808  -0.000002   0.000000   30.0000    -0.1053
  -19.000     0.000  -1.096883   0.079268   0.015703   0.094971   0.000000  -0.000000  -0.233280  -0.000003   0.000000   30.0000    -0.1087
  -18.500     0.000  -1.056503   0.074032   0.011502   0.085534   0.000000  -0.000000  -0.233822  -0.000000   0.000000   30.0000    -0.1125
  -18.000     0.000  -1.016040   0.068964   0.030594   0.099558   0.000000  -0.000000  -0.231806   0.000003   0.000000   30.0000    -0.1166
  -17.500     0.000  -0.975505   0.064069   0.014724   0.078793   0.000000  -0.000000  -0.233744   0.000000   0.000000   30.0000    -0.1210
  -17.000     0.000  -0.934910   0.059350   0.015844   0.075194   0.000000  -0.000000  -0.234372   0.000000   0.000000   30.0000    -0.1258
  -16.500     0.000  -0.894265   0.054811   0.014994   0.069805   0.000000  -0.000000  -0.234349   0.000000   0.000000   30.0000    -0.1312
  -16.000     0.000  -0.853582   0.050456   0.015066   0.065522   0.000000  -0.000000  -0.234540   0.000000   0.000000   30.0000    -0.1370
  -15.500     0.000  -0.812871   0.046286   0.018245   0.064532   0.000000  -0.000000  -0.234290   0.000000   0.000000   30.0000    -0.1434
  -15.000     0.000  -0.772144   0.042307   0.020042   0.062349   0.000000  -0.000000  -0.233908   0.000000   0.000000   30.0000    -0.1506
  -14.500     0.000  -0.731412   0.038520   0.019632   0.058152   0.000000  -0.000000  -0.234066   0.000000   0.000000   30.0000    -0.1585
  -14.000     0.000  -0.690685   0.034930   0.021502   0.056432   0.000000  -0.000000  -0.233570   0.000000   0.000000   30.0000    -0.1674
  -13.500     0.000  -0.649975   0.031537   0.020296   0.051833   0.000000  -0.000000  -0.233618   0.000000   0.000000   30.0000    -0.1775
  -13.000     0.000  -0.609292   0.028346   0.023636   0.051981   0.000000  -0.000000  -0.232734   0.000000   0.000000   30.0000    -0.1889
  -12.500     0.000  -0.568648   0.025357   0.022373   0.047730   0.000000  -0.000000  -0.232949   0.000000   0.000000   30.0000    -0.2020
  -12.000     0.000  -0.528054   0.022575   0.021299   0.043874   0.000000  -0.000000  -0.233145   0.000000   0.000000   30.0000    -0.2171
  -11.500     0.000  -0.487520   0.020000   0.020362   0.040362   0.000000  -0.000000  -0.233348   0.000000   0.000000   30.0000    -0.2348
  -11.000     0.000  -0.447058   0.017635   0.019521   0.037157   0.000000  -0.000000  -0.233564   0.000000   0.000000   30.0000    -0.2556
  -10.500     0.000  -0.406679   0.015483   0.018772   0.034255   0.000000  -0.000000  -0.233801   0.000000   0.000000   30.0000    -0.2807
  -10.000     0.000  -0.366394   0.013544   0.018086   0.031630   0.000000  -0.000000  -0.234064   0.000000   0.000000   30.0000    -0.3112
   -9.500     0.000  -0.326216   0.011821   0.017479   0.029300   0.000000  -0.000000  -0.234357   0.000000   0.000000   30.0000    -0.3492
   -9.000     0.000  -0.286156   0.010317   0.016910   0.027227   0.000000  -0.000000  -0.234684   0.000000   0.000000   30.0000    -0.3978
   -8.500     0.000  -0.246226   0.009034   0.016393   0.025427   0.000000  -0.000000  -0.235047   0.000000   0.000000   30.0000    -0.4621
   -8.000     0.000  -0.206439   0.007977   0.015930   0.023907   0.000000  -0.000000  -0.235448   0.000000   0.000000   30.0000    -0.5510
   -7.500     0.000  -0.166806   0.007150   0.015513   0.022663   0.000000  -0.000000  -0.235889   0.000000   0.000000   30.0000    -0.6819
   -7.000     0.000  -0.127340   0.006559   0.015183   0.021742   0.000000  -0.000000  -0.236360   0.000000   0.000000   30.0000    -0.8935
   -6.500     0.000  -0.088053   0.006213   0.014871   0.021084   0.000000  -0.000000  -0.236869   0.000000   0.000000   30.0000    -1.2927
   -6.000     0.000  -0.048958   0.006116   0.014553   0.020669   0.000000  -0.000000  -0.237413   0.000000   0.000000   30.0000    -2.3264
   -5.500     0.000  -0.010071   0.006270   0.014275   0.020545   0.000000  -0.000000  -0.237983   0.000000   0.000000   30.0000   -11.3183
   -5.000     0.000   0.028589   0.006654   0.014035   0.020689   0.000000  -0.000000  -0.238574   0.000000   0.000000   30.0000     3.9908
   -4.500     0.000   0.066993   0.007213   0.013841   0.021054   0.000000  -0.000000  -0.239182   0.000000   0.000000   30.0000     1.7048
   -4.000     0.000   0.105128   0.007850   0.013698   0.021548   0.000000  -0.000000  -0.239817   0.000000   0.000000   30.0000     1.0877
   -3.500     0.000   0.143063   0.008476   0.013603   0.022078   0.000000  -0.000000  -0.240537   0.000000   0.000000   30.0000     0.8006
   -3.000     0.000   0.181123   0.009129   0.013521   0.022650   0.000000  -0.000000  -0.241535   0.000000   0.000000   30.0000     0.6342
   -2.500     0.000   0.220073   0.009995   0.013294   0.023289   0.000000  -0.000000  -0.243274   0.000000   0.000000   30.0000     0.5250
